judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kondisi Perabotan
RUMAH KOST AREA STRATEGIS DEKAT KAMPUS,https://www.rumah123.com//properti/samarinda/hos17592835/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-07-15-08-10-59-3161c24b-0fe9-487e-8ce3-c5b1079c54bc-1721005859.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Terawat Siap Huni Bumi Sempaja Samarinda 009JRS,https://www.rumah123.com//properti/samarinda/hos17536420/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1430095/2024-07-08-08-56-42-9ce51eba-03ff-441a-bf9a-1370106c2195-1720403802.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Mewah Perumahan Elite Di Samarinda,https://www.rumah123.com//properti/samarinda/hos12107158/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-57-21-34794d51-8d1e-4100-9055-5d167c9fde85.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah cantik tengah kota, Samarinda",https://www.rumah123.com//properti/samarinda/hos17317771/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2023185/2024-06-10-10-23-49-10a55f68-827d-4a59-b58c-e625a086a1c3-1717989829.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanah Strategis Tepi Jalan Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos12574625/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-49-18-aaac792f-d306-4d01-8eec-670779b3083e.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH DAN MEGAH INDAH MEMPESONA,https://www.rumah123.com//properti/samarinda/hos17261593/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-06-03-09-28-38-199a7726-441e-435f-989e-1669aed5a8b3-1717381718.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH DAN MEGAH INDAH MEMPESONA,https://www.rumah123.com//properti/samarinda/hos17261591/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-03-09-28-34-e3929352-3d10-4c56-9727-4ff86dd25c44-1717381714.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH HUNIAN YANG MEMBAWA HOKI DI KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17261532/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-06-03-09-20-44-a5f6f498-e15a-4e90-b415-63d5501112f1-1717381244.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUKO UNTUK BUKA USAHA DI PINGGIR JALAN,https://www.rumah123.com//properti/samarinda/hos17260819/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-03-07-23-30-9950de97-8409-4b8e-b29a-1d276f15e987-1717374210.jpg,RUKO UNTUK BUKA USAHA DI PINGGIR JALAN,"Rp 3,5 Miliar","Samarinda Utara, Samarinda",5,4,100 m²,255 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH HUNIAN DAN KAMAR KOST,https://www.rumah123.com//properti/samarinda/hos17207733/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-27-14-45-09-ca4df3a8-8fca-42e9-9119-35c7a8201dea-1716795909.jpg,RUMAH HUNIAN DAN KAMAR KOST,Rp 5 Miliar,"Sungai Pinang, Samarinda",11,10,450 m²,300 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH DI BUKIT PINANG SURYANATA,https://www.rumah123.com//properti/samarinda/hos17202499/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-27-08-19-09-d04241f6-9101-46a8-a4ff-a9a0426f6746-1716772749.jpg,RUMAH DI BUKIT PINANG SURYANATA,Rp 600 Juta,"Samarinda Ulu, Samarinda",2,1,150 m²,54 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,900 Watt,N/A
RUMAH CANTIK DAN NYAMAN DI CITRALAND CITY,https://www.rumah123.com//properti/samarinda/hos17202385/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-27-07-42-41-d4cfd968-c1a4-426d-8975-6e2fe1515274-1716770561.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah  di jalan Jenderal Sudirman,https://www.rumah123.com//properti/samarinda/hos17202371/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-27-07-38-02-dd905044-d384-4f19-936f-e7ee05e9c3d3-1716770282.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah mewah  di perumahan Bukit Mediterania,https://www.rumah123.com//properti/samarinda/hos17147116/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-21-47-0864fcf5-22e9-4980-a408-efb859d95e74-1717640507.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK DI PANDAN HARUM HILL,https://www.rumah123.com//properti/samarinda/hos17089928/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-13-13-57-43-98a453e8-a591-4755-b29a-84eb54a4cd22-1715583463.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH 2 LANTAI DIPERUMAHAN ELIT SAMARINDA ULU 3035,https://www.rumah123.com//properti/samarinda/hos17089101/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-05-13-05-43-06-8588767c-9f24-40e6-bf3e-f475deb94f9f.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUNIAN ASRI DAN CANTIK RUMAH BALI,https://www.rumah123.com//properti/samarinda/hos17030861/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-05-06-10-35-35-987f7099-f8e2-4c31-828c-9ba39b6dc20d-1714966535.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUNIAN ASRI DAN CANTIK RUMAH BALI,https://www.rumah123.com//properti/samarinda/hos17030858/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-06-10-35-31-192264f0-f355-435e-aa65-41d23e49a30f-1714966531.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ruko Cantik dekat UNMUL samarinda,https://www.rumah123.com//properti/samarinda/hos16980309/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1676023/2024-04-29-15-39-15-a58f270d-f7fe-4245-8949-a904bcb86801-1714379955.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MURAH 2 LANTAI DI TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16975488/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1676023/2024-04-29-09-51-50-5d01449a-f11d-45f0-88e7-fd7caf840e99-1714359110.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah dan tanah pinggir jalan besar lambung mangkurat.,https://www.rumah123.com//properti/samarinda/hos16927195/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16927195/original/hos16927195-rumah-di-jual-di-samarinda-kota-samarinda-1713840734.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CUANTIK POOL PERUMAHAN ELIT SAMARINDA ULU,https://www.rumah123.com//properti/samarinda/hos16807456/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-03-31-07-31-17-cef1df72-03d3-46a8-a8e4-9b4509ac37a0.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK DI PANDAN HARUM HILL,https://www.rumah123.com//properti/samarinda/hos16923620/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16923620/original/hos16923620-rumah-di-jual-di-samarinda-ulu-samarinda-1713760665.jpg,RUMAH CANTIK DI PANDAN HARUM HILL,Rp 5 Miliar,"Samarinda Ulu, Samarinda",4,5,163 m²,250 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,N/A,N/A
Rumah hunian asri di Citraland,https://www.rumah123.com//properti/samarinda/hos16922264/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16922264/original/hos16922264-rumah-di-jual-di-sungai-pinang-samarinda-1713756764.jpg,Rumah hunian asri di Citraland,"Rp 2,2 Miliar","Sungai Pinang, Samarinda",4,3,233 m²,229 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,N/A
RUMAH BARU HANIA BUKIT MEDITERANIA SAMARINDA HARGA DI BAWAH 2 MILIARAN,https://www.rumah123.com//properti/samarinda/hos16921346/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-04-24-07-28-18-264aed1d-7356-45fe-91c0-dc7312e2820c-1713918498.jpg,RUMAH BARU HANIA BUKIT MEDITERANIA SAMARINDA HARGA DI BAWAH 2 MILIARAN,"Rp 1,4 Miliar","Samarinda Ulu, Samarinda",3,2,103 m²,69 m²,N/A,Rumah,HGB - Hak Guna Bangunan,2200 Watt,N/A
RUMAH 2 LANTAI DENGAN HARGA KOMPETITIF DI LOKASI RAMAI SAMARINDA SEBRANG,https://www.rumah123.com//properti/samarinda/hos16920709/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-04-24-07-28-24-b55e79f4-d97f-43a7-bfbf-97d3ffeea744-1713918504.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH TELUK LERONG,https://www.rumah123.com//properti/samarinda/hos16920699/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16920699/original/hos16920699-rumah-di-jual-di-samarinda-ulu-samarinda-1713746052.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Citraland di Jalan D.I. Panjaitan full perabotan cantik dan bagus,https://www.rumah123.com//properti/samarinda/hos16920690/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16920690/original/hos16920690-rumah-di-jual-di-samarinda-kota-samarinda-1713840738.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH DI  JALAN PM NOOR SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16813046/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16813046/original/hos16813046-rumah-di-jual-di-samarinda-utara-samarinda-1711951108.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK BUKIT MEDITERANIA TYPE VARDA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16811420/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16811420/original/hos16811420-rumah-di-jual-di-samarinda-ulu-samarinda-1711942827.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Gerilya Solong pinggir jalan raya,https://www.rumah123.com//properti/samarinda/hos16759986/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16759986/original/hos16759986-rumah-di-jual-di-sungai-pinang-samarinda-1711338108.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH 2 LANTAI DI KOTA SAMARINDA FUNISHED,https://www.rumah123.com//properti/samarinda/hos16698862/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16698862/original/hos16698862-rumah-di-jual-di-samarinda-ulu-samarinda-1710740027.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK JALAN WAHID HASYIM 2 SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16695081/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16695081/original/hos16695081-rumah-di-jual-di-samarinda-utara-samarinda-1710723725.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Pinggir Jalan besar. Lokasi sangat strategis. Di Lambung Mangkurat. pusat kuliner nasi kuning di samarinda.,https://www.rumah123.com//properti/samarinda/hos16695049/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16695049/original/hos16695049-rumah-di-jual-di-samarinda-kota-samarinda-1710723188.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah pinggir jalan besar. Lambung Mangkurat,https://www.rumah123.com//properti/samarinda/hos16695047/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16695047/original/hos16695047-rumah-di-jual-di-samarinda-kota-samarinda-1710723159.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JALAN SENTOSA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16694991/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16694991/original/hos16694991-rumah-di-jual-di-sungai-pinang-samarinda-1710722318.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MURAH PERUM TVRI,https://www.rumah123.com//properti/samarinda/hos16570881/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570881/original/hos16570881-rumah-di-jual-di-samarinda-ulu-samarinda-1709539964.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MURAH PERUM TVRI,https://www.rumah123.com//properti/samarinda/hos16570663/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570663/original/hos16570663-rumah-di-jual-di-samarinda-ulu-samarinda-1709539137.jpg,RUMAH MURAH PERUM TVRI,Rp 700 Juta,"Samarinda Ulu, Samarinda",3,3,253 m²,180 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
SAMARINDA  RUMAH TENGAH KOTA NV08,https://www.rumah123.com//properti/samarinda/hos16570288/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570288/original/hos16570288-rumah-di-jual-di-samarinda-kota-samarinda-1710472420.jpg,SAMARINDA  RUMAH TENGAH KOTA NV08,Rp 890 Juta,"Samarinda Kota, Samarinda",5,2,160 m²,320 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH TENGAH KOTA SAMARINDA NV07,https://www.rumah123.com//properti/samarinda/hos16570286/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570286/original/hos16570286-rumah-di-jual-di-samarinda-ilir-samarinda-1710472444.jpg,RUMAH TENGAH KOTA SAMARINDA NV07,Rp 820 Juta,"Samarinda Ilir, Samarinda",4,1,120 m²,144 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH MEWAH TENGAH KOTA SAMARINDA NV09,https://www.rumah123.com//properti/samarinda/hos16570281/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570281/original/hos16570281-rumah-di-jual-di-samarinda-ulu-samarinda-1709537654.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH TENGAH KOTA SAMARINDA NV11,https://www.rumah123.com//properti/samarinda/hos16570278/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570278/original/hos16570278-rumah-di-jual-di-samarinda-kota-samarinda-1710472441.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH TENGAH KOTA SAMARINDA NV12,https://www.rumah123.com//properti/samarinda/hos16570277/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570277/original/hos16570277-rumah-di-jual-di-samarinda-kota-samarinda-1710472428.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH AREA LOA BAKUNG SAMARINDA NV10,https://www.rumah123.com//properti/samarinda/hos16570275/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16570275/original/hos16570275-rumah-di-jual-di-sungai-kunjang-samarinda-1710472439.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BANGSALAN,https://www.rumah123.com//properti/samarinda/hos16562583/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16562583/original/hos16562583-rumah-di-jual-di-samarinda-utara-samarinda-1710381173.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUNIAN ASRI DAN CANTIK RUMAH BALI,https://www.rumah123.com//properti/samarinda/hos16562548/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16562548/original/hos16562548-rumah-di-jual-di-samarinda-kota-samarinda-1710381176.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah mewah 2 lantai bebas banjir,https://www.rumah123.com//properti/samarinda/hos16498315/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924596/2024-02-26-09-37-06-5fa43396-1cdc-4000-8205-01ee1fedb58c.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JUAL PERUMAHAN MEDITERNIA SAMARINDA ULU,https://www.rumah123.com//properti/samarinda/hos16264207/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-02-02-14-37-14-a2bf035d-47a9-4dea-96a6-33db440d88a4.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH SIAP HUNI DIJUAL CEPAT SAMPAI DEAL  SAMARINDA UTARA 0888,https://www.rumah123.com//properti/samarinda/hos16347746/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-02-12-11-06-00-3506c69b-fcca-47e2-aef4-a94e5b7a82df.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH SIAP HUNI DIJUAL CEPAT SAMPAI DEAL  SAMARINDA UTARA 0888,https://www.rumah123.com//properti/samarinda/hos16347747/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-02-12-09-08-52-57f1e94b-9ab0-4ac4-bea3-bd9c4765b3ad.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU TIPE CASELLA & MASONE DI CITRALAND CITY SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16340333/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16340333/original/hos16340333-rumah-di-jual-di-samarinda-utara-samarinda-1707698162.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH LAMA DI TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16340244/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16340244/original/hos16340244-rumah-di-jual-di-samarinda-kota-samarinda-1707697078.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU MONTEGLIA DI CITRALAND CITY SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16340212/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16340212/original/hos16340212-rumah-di-jual-di-samarinda-utara-samarinda-1707696660.jpg,RUMAH BARU MONTEGLIA DI CITRALAND CITY SAMARINDA,"Rp 1,99 Miliar","Samarinda Utara, Samarinda",2,2,126 m²,96 m²,N/A,Rumah,HGB - Hak Guna Bangunan,2200 Watt,N/A
Rumah siap huni 2 lantai  di perumahan Alaya,https://www.rumah123.com//properti/samarinda/hos16285451/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16285451/original/hos16285451-rumah-di-jual-di-sungai-pinang-samarinda-1707122174.jpg,Rumah siap huni 2 lantai  di perumahan Alaya,"Rp 2,1 Miliar","Sungai Pinang, Samarinda",4,3,144 m²,210 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH DI WOLTER MONGONSIDI,https://www.rumah123.com//properti/samarinda/hos16281985/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16281985/original/hos16281985-rumah-di-jual-di-samarinda-ulu-samarinda-1707112001.jpg,RUMAH DI WOLTER MONGONSIDI,Rp 950 Juta,"Samarinda Ulu, Samarinda",3,1,180 m²,165 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,900 Watt,N/A
"Rumah Cantik, bersih, mewah lokasi strategis di tengah kota. Sangat dekat Akses kemana saja.",https://www.rumah123.com//properti/samarinda/hos16278652/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-06-15-12-17-02-e5f00e6e-4fa4-4b5c-abf8-88fce6478686-1718428622.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH FULL FURNISH ANANG HASYIM,https://www.rumah123.com//properti/samarinda/hos16278500/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16278500/original/hos16278500-rumah-di-jual-di-samarinda-ulu-samarinda-1707097531.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"RUMAH DANAU JEMPANG. Lokasi strategis tengah kota. Bisa buat usaha Cafe, counter HP, kost kosan dll.",https://www.rumah123.com//properti/samarinda/hos16051502/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-13-15-05d4f67b-fbf8-42a8-b9a5-813d3c43c0f2-1720948395.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Baru Siap Huni di Samarinda,https://www.rumah123.com//properti/samarinda/hos15668276/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924506/2023-12-04-06-30-56-2147c952-c9f2-43ef-9f83-eb3e268182fc.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah 3 lantai  di perumahan Bumi Sempaja,https://www.rumah123.com//properti/samarinda/hos15442467/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-24-10-01-35-1dcb9520-8abe-4ebb-8394-df8d6448cdc5-1716519695.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah kawasan elit dekat pintu tol,https://www.rumah123.com//properti/samarinda/hos14673685/,https://pic.rumah123.com/r123/720x420-crop/house/ho14/14673685/original/hos14673685-rumah-di-jual-di-loa-janan-ilir-samarinda-1693799615.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MURAH TAMANSARI GRAND SAMARINDA,https://www.rumah123.com//properti/samarinda/hos14247898/,https://pic.rumah123.com/r123/720x420-crop/house/ho14/14247898/original/hos14247898-rumah-di-jual-di-loa-janan-ilir-samarinda-1689566502.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Murah Di Perumahan Bumi Sempaja Samarinda,https://www.rumah123.com//properti/samarinda/hos13783832/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-07-06-12-69a22cfc-f4dc-4bda-85ca-b5a1330e9893.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanah Tepi Jalan Protokol Di Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos12651243/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-47-59-1185b806-a3c7-4ae1-ad29-f6933bdd4488.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah asri lokasi tengah kota Samarinda,https://www.rumah123.com//properti/samarinda/hos12072022/,https://picture.rumah123.com/r123-images/720x420-crop/customer/831128/2023-07-03-05-41-05-c66ec212-240d-41db-8c42-4cc85177fe18.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Terawat Siap Huni Bumi Sempaja Samarinda 009JRS,https://www.rumah123.com//properti/samarinda/hos11455040/,https://pic.rumah123.com/r123/720x420-crop/house/ho11/11455040/original/hos11455040-rumah-di-jual-di-samarinda-utara-samarinda-1665976048.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah dekat Mall Di Samarinda,https://www.rumah123.com//properti/samarinda/hos7504628/?itm_source=organic&itm_medium=LDP Labeled,https://pic.rumah123.com/r123/720x420-crop/house/ho75/7504628/original/hos7504628-rumah-di-jual-di-sungai-kunjang-samarinda-16043260176911.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah 2 LT Citraland City Samarinda, Kalimantan ST-R702",https://www.rumah123.com//properti/samarinda/hos4524401/,https://pic.rumah123.com/r123/720x420-crop/house/ho45/4524401/original/hos4524401-rumah-di-jual-di-sungai-pinang-samarinda-15565194049935.jpg,"Rumah 2 LT Citraland City Samarinda, Kalimantan ST-R702",Rp 2 Miliar,"Sungai Pinang, Samarinda",3,3,265 m²,265 m²,N/A,Rumah,N/A,N/A,N/A
RUMAH SIAP HUNI MINIMALIS SAMARINDA SUNGAI KUNJANG 4009,https://www.rumah123.com//properti/samarinda/hos17711796/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-07-28-15-22-06-e52cb33f-f010-49d3-99ef-7e2d649c0fe8.jpg,RUMAH SIAP HUNI MINIMALIS SAMARINDA SUNGAI KUNJANG 4009,Rp 550 Juta,"Sungai Kunjang, Samarinda",3,1,176 m²,150 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah Sederhana Dan Cantik,https://www.rumah123.com//properti/samarinda/hos17710688/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-07-28-17-30-07-fb1b93b9-383f-4cdb-943c-3592873cdc0c-1722162607.jpg,Rumah Sederhana Dan Cantik,Rp 2 Miliar,"Samarinda Utara, Samarinda",3,3,300 m²,100 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,N/A
